Product Name,Product Code,Product Price,Product Link
ژل کرم مرطوب کننده تیوپی حاوی عصاره عسل آمبرلا,26533,"۱۹,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%DA%A9%D8%B1%D9%85-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%AD%D8%A7%D9%88%DB%8C-%D8%B9%D8%B5%D8%A7%D8%B1%D9%87-%D8%B9%D8%B3%D9%84
ژل بعد از سوختگی حاوی عصاره آلوئه ورا سی گل,25358,"۴۷,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D8%A8%D8%B9%D8%AF-%D8%A7%D8%B2-%D8%B3%D9%88%D8%AE%D8%AA%DA%AF%DB%8C-%D8%AD%D8%A7%D9%88%DB%8C-%D8%B9%D8%B5%D8%A7%D8%B1%D9%87-%D8%A2%D9%84%D9%88%D8%A6%D9%87-%D9%88%D8%B1%D8%A7
شامپو موی سر حاوی روغن آرگان اسکالپیا,23213,"۸۲,۲۰۰ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%D9%85%D9%88%DB%8C-%D8%B3%D8%B1-%D8%AD%D8%A7%D9%88%DB%8C-%D8%B1%D9%88%D8%BA%D9%86-%D8%A7%D8%B1%DA%AF%D8%A7%D9%86
اسپری فیکساتور گلدن رز,29849,"۲۰۹,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D8%A7%D8%B3%D9%BE%D8%B1%DB%8C-%D9%81%DB%8C%DA%A9%D8%B3%D8%A7%D8%AA%D9%88%D8%B1
ادو پرفیوم زنانه سافاناد پرفیوم دو مارلی,1845,"۸,۵۸۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D9%BE%D8%B1%D9%81%DB%8C%D9%88%D9%85-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D8%B3%D8%A7%D9%81%D8%A7%D9%86%D8%A7%D8%AF
شامپو برای موهای چرب جهت کاهش چربی سر فولیکا,20408,"۵۷,۵۰۰ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%D8%A8%D8%B1%D8%A7%D9%8A-%D9%85%D9%88%D9%87%D8%A7%D9%8A-%DA%86%D8%B1%D8%A8-%D8%AC%D9%87%D8%AA-%D9%83%D8%A7%D9%87%D8%B4-%DA%86%D8%B1%D8%A8%D9%8A-%D8%B3%D8%B1
ژل شستشوی پوست چرب سینره,17138,"۸۵,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88%DB%8C-%D9%BE%D9%88%D8%B3%D8%AA-%DA%86%D8%B1%D8%A8
شامپو ضدشوره کراتینه حاوی عصاره های جنسینگ و زنجبیل هرباسنس آردن,20437,"۴۹,۰۰۰ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%D8%B6%D8%AF%D8%B4%D9%88%D8%B1%D9%87-%DA%A9%D8%B1%D8%A7%D8%AA%DB%8C%D9%86%D9%87-%D8%AD%D8%A7%D9%88%DB%8C-%D8%B9%D8%B5%D8%A7%D8%B1%D9%87-%D9%87%D8%A7%DB%8C-%D8%AC%D9%86%D8%B3%DB%8C%D9%86%DA%AF-%D9%88-%D8%B2%D9%86%D8%AC%D8%A8%DB%8C%D9%84
ضد آفتاب بژ روشن فاقد چربی SPF50 الارو,20010,"۳۷۷,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%83%D8%B1%D9%85-%D8%B6%D8%AF-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8-%D8%A7%D8%B3-%D9%BE%DB%8C-%D8%A7%D9%81-50-%D9%81%D8%A7%D9%82%D8%AF-%DA%86%D8%B1%D8%A8%D9%8A-%D8%A8%DA%98-%D8%B1%D9%88%D8%B4%D9%86-%D9%81%D8%A7%D9%82%D8%AF-%D9%BE%D8%A7%D8%B1%D8%A7%D8%A8%D9%86
ژل بهداشتی بانوان انواع پوست لامینین,24523,"۷۵,۴۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D8%A8%D9%87%D8%AF%D8%A7%D8%B4%D8%AA%DB%8C-%D8%A8%D8%A7%D9%86%D9%88%D8%A7%D9%86-%D8%A7%D9%86%D9%88%D8%A7%D8%B9-%D9%BE%D9%88%D8%B3%D8%AA
ادو تویلت مردانه پاشا نواق اسپرت کارتیه,12256,"۳,۲۳۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D8%AA%D9%88%DB%8C%D9%84%D8%AA-%D9%85%D8%B1%D8%AF%D8%A7%D9%86%D9%87-%D9%BE%D8%A7%D8%B4%D8%A7-%D9%86%D9%88%D8%A7%D9%82-%D8%A7%D8%B3%D9%BE%D8%B1%D8%AA
ادو پرفیوم 1861 ناکسوس زرجوف,16433,"۱۱,۵۰۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D9%BE%D8%B1%D9%81%DB%8C%D9%88%D9%85-1861-%D9%86%D8%A7%DA%A9%D8%B3%D9%88%D8%B3
محلول میسلار پاک کننده آرایش مناسب پوست خشک و معمولی 240 میل ژنو,22150,"۱۰۴,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%AD%D9%84%D9%88%D9%84-%D9%85%DB%8C%D8%B3%D9%84%D8%A7%D8%B1-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AE%D8%B4%DA%A9-%D9%88-%D9%85%D8%B9%D9%85%D9%88%D9%84%DB%8C
ترمیم کننده و محافظ لب آقایان هیدرودرم,21619,"۴۸,۶۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%AA%D8%B1%D9%85%DB%8C%D9%85-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%88-%D9%85%D8%AD%D8%A7%D9%81%D8%B8-%D9%84%D8%A8-%D8%A2%D9%82%D8%A7%DB%8C%D8%A7%D9%86
شامپو آلفا سدر ضد خارش مناسب موی چرب آیتم,20590,"۳۹۹,۰۰۰ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%D8%A2%D9%84%D9%81%D8%A7-%D8%B3%D8%AF%D8%B1-%D8%B6%D8%AF-%D8%AE%D8%A7%D8%B1%D8%B4
لوسیون بدن اوسرین ثمین,24513,"۹۳,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%84%D9%88%D8%B3%DB%8C%D9%88%D9%86-%D8%A8%D8%AF%D9%86-%D8%A7%D9%88%D8%B3%D8%B1%DB%8C%D9%86
محلول محرک رشد ناخن هیدرودرم,20399,"۱۰۲,۹۶۰ تومان",https://rojashop.com/shop/cosmetic/%D9%85%D8%AD%D9%84%D9%88%D9%84-%D9%85%D8%AD%D8%B1%D9%83-%D8%B1%D8%B4%D8%AF-%D9%86%D8%A7%D8%AE%D9%86
بادی اسپلش پلاتینیوم آقایان سی گل,20064,"۸۹,۷۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%B3%D9%BE%D8%B1%DB%8C-%D8%AE%D9%88%D8%B4%D8%A8%D9%88-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A8%D8%AF%D9%86-%D9%BE%D9%84%D8%A7%D8%AA%DB%8C%D9%86%DB%8C%D9%88%D9%85-%D8%A2%D9%82%D8%A7%DB%8C%D8%A7%D9%86
ادو پرفیوم مردانه پرل ریر هوم پانوژ,13379,"۴,۶۰۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D9%BE%D8%B1%D9%81%DB%8C%D9%88%D9%85-%D9%85%D8%B1%D8%AF%D8%A7%D9%86%D9%87-%D9%BE%D8%B1%D9%84-%D8%B1%DB%8C%D8%B1-%D9%87%D9%88%D9%85
کرم مرطوب کننده صورت و گردن فاقد چربی بدون رنگ پرودرما,22678,"۷۷,۶۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%B5%D9%88%D8%B1%D8%AA-%D9%88-%DA%AF%D8%B1%D8%AF%D9%86-%D9%81%D8%A7%D9%82%D8%AF-%DA%86%D8%B1%D8%A8%DB%8C-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D9%86%DA%AF
ادو پرفیوم مردانه ام اس هوم عود مارکو سروسی,15784,"۲,۴۰۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D9%BE%D8%B1%D9%81%DB%8C%D9%88%D9%85-%D9%85%D8%B1%D8%AF%D8%A7%D9%86%D9%87-%D8%A7%D9%85-%D8%A7%D8%B3-%D9%87%D9%88%D9%85-%D8%B9%D9%88%D8%AF
ادو پرفیوم زنانه فلور دو پرفیوم کلوئه,14256,"۳,۵۱۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D9%BE%D8%B1%D9%81%DB%8C%D9%88%D9%85-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D9%81%D9%84%D9%88%D8%B1-%D8%AF%D9%88-%D9%BE%D8%B1%D9%81%DB%8C%D9%88%D9%85
ادو تویلت مردانه اینتنس پدرو دل هیرو,16289,"۱,۲۸۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D8%AA%D9%88%DB%8C%D9%84%D8%AA-%D9%85%D8%B1%D8%AF%D8%A7%D9%86%D9%87-%D8%A7%DB%8C%D9%86%D8%AA%D9%86%D8%B3-121
ضد آفتاب بژ روشن پوست چرب SPF50 ژنو,22140,"۱۹۸,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%B6%D8%AF-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8-%D9%BE%D9%88%D8%B3%D8%AA-%DA%86%D8%B1%D8%A8-%D8%A8%DA%98-%D8%B1%D9%88%D8%B4%D9%86
ادو پرفیوم گریپ پیرلز هاوس آف عود,17969,"۷,۹۸۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D9%BE%D8%B1%D9%81%DB%8C%D9%88%D9%85-%DA%AF%D8%B1%DB%8C%D9%BE-%D9%BE%DB%8C%D8%B1%D9%84%D8%B2
ماسک صورت خاک رسی نعناع و لیمو وارمی,30998,"۱۳۹,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%A7%D8%B3%DA%A9-%D8%B5%D9%88%D8%B1%D8%AA-%D8%AE%D8%A7%DA%A9-%D8%B1%D8%B3%DB%8C-%D9%86%D8%B9%D9%86%D8%A7%D8%B9-%D9%88-%D9%84%DB%8C%D9%85%D9%88
ماسک مو لامینین,24542,"۶۷,۸۴۰ تومان",https://rojashop.com/shop/hair/%D9%85%D8%A7%D8%B3%DA%A9-%D9%85%D9%88
قلم ترمیم کننده کوتیکول و پوسته های اطراف ناخن لکسیون,24211,"۳۸۸,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D9%82%D9%84%D9%85-%D8%AA%D8%B1%D9%85%DB%8C%D9%85-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%DA%A9%D9%88%D8%AA%DB%8C%DA%A9%D9%88%D9%84-%D9%88-%D9%BE%D9%88%D8%B3%D8%AA%D9%87-%D9%87%D8%A7%DB%8C-%D8%A7%D8%B7%D8%B1%D8%A7%D9%81-%D9%86%D8%A7%D8%AE%D9%86
سرم تقویت کننده موی سر پریم,24301,"۲۷۹,۰۰۰ تومان",https://rojashop.com/shop/hair/%D8%B3%D8%B1%D9%85-%D8%AA%D9%82%D9%88%DB%8C%D8%AA-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%85%D9%88%DB%8C-%D8%B3%D8%B1
تونر پاک کننده صورت وآرایش کامفورتینگ (مناسب پوست های نرمال و خشک) الارو,20300,"۱۸۷,۵۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%AA%D9%88%D9%86%D8%B1-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%B5%D9%88%D8%B1%D8%AA-%D9%88%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4-%DA%A9%D8%A7%D9%85%D9%81%D9%88%D8%B1%D8%AA%DB%8C%D9%86%DA%AF-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%BE%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D9%86%D8%B1%D9%85%D8%A7%D9%84-%D9%88-%D8%AE%D8%B4%DA%A9
شامپو مناسب موهای رنگ شده و آسیب دیده وچه,25660,"۱۱۸,۰۰۰ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%85%D9%88%D9%87%D8%A7%DB%8C-%D8%B1%D9%86%DA%AF-%D8%B4%D8%AF%D9%87-%D9%88-%D8%A2%D8%B3%DB%8C%D8%A8-%D8%AF%DB%8C%D8%AF%D9%87
کرم موبر بدن حاوی آلوئه ورا سی گل,24318,"۶۰,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%85%D9%88%D8%A8%D8%B1-%D8%A8%D8%AF%D9%86-%D8%AD%D8%A7%D9%88%DB%8C-%D8%A2%D9%84%D9%88%D8%A6%D9%87-%D9%88%D8%B1%D8%A7
ادو پرفیوم مردانه پرل ریر هوم بلک ادیشن پانوژ,12272,"۴,۶۰۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D9%BE%D8%B1%D9%81%DB%8C%D9%88%D9%85-%D9%85%D8%B1%D8%AF%D8%A7%D9%86%D9%87-%D9%BE%D8%B1%D9%84-%D8%B1%DB%8C%D8%B1-%D9%87%D9%88%D9%85-%D8%A8%D9%84%DA%A9-%D8%A7%D8%AF%DB%8C%D8%B4%D9%86
کرم مرطوب کننده پمپی اویل پلاس پوست خشک و حساس آمبرلا,28104,"۱۵۴,۹۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%BE%D9%85%D9%BE%DB%8C-%D8%A7%D9%88%DB%8C%D9%84-%D9%BE%D9%84%D8%A7%D8%B3-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AE%D8%B4%DA%A9-%D9%88-%D8%AD%D8%B3%D8%A7%D8%B3
کرم ضد چروک شب آلتایم کاپریس,26276,"۷۳۷,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%B6%D8%AF-%DA%86%D8%B1%D9%88%DA%A9-%D8%B4%D8%A8-%D8%A2%D9%84%D8%AA%D8%A7%DB%8C%D9%85
کرم مرطوب کننده صورت حاوی ویتامین C سی گل,24875,"۹۶,۷۵۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%B5%D9%88%D8%B1%D8%AA-%D8%AD%D8%A7%D9%88%DB%8C-%D9%88%DB%8C%D8%AA%D8%A7%D9%85%DB%8C%D9%86-c
لوسیون بدن نارگیل مناسب پوست خشک و حساس کامان,30181,"۱۵۵,۷۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%84%D9%88%D8%B3%DB%8C%D9%88%D9%86-%D8%A8%D8%AF%D9%86-%D9%86%D8%A7%D8%B1%DA%AF%DB%8C%D9%84-%D9%85%D9%86%D8%A7%D8%B3%D8%A8-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AE%D8%B4%DA%A9-%D9%88-%D8%AD%D8%B3%D8%A7%D8%B3
شامپو گزنه ایروکس,20166,"۴۵,۲۰۰ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%DA%AF%D8%B2%D9%86%D9%87
محلول پاک کننده آرایش میسلار پوست خشک و حساس درماتیپیک,29970,"۱۱۹,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%AD%D9%84%D9%88%D9%84-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4-%D9%85%DB%8C%D8%B3%D9%84%D8%A7%D8%B1-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AE%D8%B4%DA%A9-%D9%88-%D8%AD%D8%B3%D8%A7%D8%B3
کرم شفاف کننده کوزارت,24286,"۵۹۹,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%B4%D9%81%D8%A7%D9%81-%DA%A9%D9%86%D9%86%D8%AF%D9%87
فوم واش پوست های حساس صورت حاوی آلوئه ورا هیدرودرم,20375,"۸۹,۸۲۰ تومان",https://rojashop.com/shop/behdashti/%D9%81%D9%88%D9%85-%D9%88%D8%A7%D8%B4-%D9%BE%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%D8%AD%D8%B3%D8%A7%D8%B3-%D8%B5%D9%88%D8%B1%D8%AA-%D8%AD%D8%A7%D9%88%DB%8C-%D8%A2%D9%84%D9%88%D8%A6%D9%87-%D9%88%D8%B1%D8%A7
ادو پرفیوم زنانه ایمیتیشن آمواژ,16220,"۱۱,۲۰۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D9%BE%D8%B1%D9%81%DB%8C%D9%88%D9%85-%D8%B2%D9%86%D8%A7%D9%86%D9%87-%D8%A7%DB%8C%D9%85%DB%8C%D8%AA%DB%8C%D8%B4%D9%86
بیوتی باکس 2 تایی آرت دکو,8412,"۹۰,۵۰۰ تومان",https://rojashop.com/shop/cosmetic/%D8%A8%DB%8C%D9%88%D8%AA%DB%8C-%D8%A8%D8%A7%DA%A9%D8%B3-2-%D8%AA%D8%A7%DB%8C%DB%8C
ژل بهداشتی بانوان بسیار ملایم اتوپیا  مدل Dry Relief آردن,20506,"۱۴۳,۱۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88%DB%8C-%D8%A8%D8%B3%DB%8C%D8%A7%D8%B1-%D9%85%D9%84%D8%A7%DB%8C%D9%85-%D8%A8%D8%A7%D9%86%D9%88%D8%A7%D9%86-%D8%AF%D8%B1%D8%A7%DB%8C-%D8%B1%DB%8C%D9%84%DB%8C%D9%81
هایلایتر پالتی استروبینگ گلدن رز,29855,"۳۶۶,۷۰۰ تومان",https://rojashop.com/shop/cosmetic/%D9%87%D8%A7%DB%8C%D9%84%D8%A7%DB%8C%D8%AA%D8%B1-%D9%BE%D8%A7%D9%84%D8%AA%DB%8C-%D8%A7%D8%B3%D8%AA%D8%B1%D9%88%D8%A8%DB%8C%D9%86%DA%AF
کرم لایه بردار آلفاسید سی گل,24321,"۱۱۰,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%84%D8%A7%DB%8C%D9%87-%D8%A8%D8%B1%D8%AF%D8%A7%D8%B1-%D8%A2%D9%84%D9%81%D8%A7%D8%B3%DB%8C%D8%AF
ضد آفتاب فیزیکال فلوئید برای پوست‌های حساس SPF50 سان سیف,24697,"۲۷۹,۷۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%B6%D8%AF-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8-%D9%81%DB%8C%D8%B2%DB%8C%DA%A9%D8%A7%D9%84-%D9%81%D9%84%D9%88%D8%A6%DB%8C%D8%AF-spf50
کرم لایه بردار 10% AHA مدیلن,24611,"۱۳۱,۰۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%84%D8%A7%DB%8C%D9%87-%D8%A8%D8%B1%D8%AF%D8%A7%D8%B1-10-aha
فوم شستشوی صورت و بدن پوست خشک و حساس مدیلن,24601,"۱۳۳,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%81%D9%88%D9%85-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88%DB%8C-%D8%B5%D9%88%D8%B1%D8%AA-%D9%88-%D8%A8%D8%AF%D9%86-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AE%D8%B4%DA%A9-%D9%88-%D8%AD%D8%B3%D8%A7%D8%B3
دستمال مرطوب پاک کننده آرایش صورت پوست چرب بیول,21637,"۱۸,۲۰۰ تومان",https://rojashop.com/shop/behdashti/%D8%AF%D8%B3%D8%AA%D9%85%D8%A7%D9%84-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%D9%BE%D8%A7%DA%A9-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4-%D8%B5%D9%88%D8%B1%D8%AA-%D9%BE%D9%88%D8%B3%D8%AA-%D9%87%D8%A7%DB%8C-%DA%86%D8%B1%D8%A8-%D8%AA%DB%8C-%D8%AA%D8%B1%DB%8C
فوم شستشوی صورت و بدن پوست چرب و مختلط مدیلن,24600,"۱۳۳,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%81%D9%88%D9%85-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88%DB%8C-%D8%B5%D9%88%D8%B1%D8%AA-%D9%88-%D8%A8%D8%AF%D9%86-%D9%BE%D9%88%D8%B3%D8%AA-%DA%86%D8%B1%D8%A8-%D9%88-%D9%85%D8%AE%D8%AA%D9%84%D8%B7
ماسک موی آسیب دیده و شکننده زی موی,24459,"۵۴,۰۰۰ تومان",https://rojashop.com/shop/hair/%D9%85%D8%A7%D8%B3%DA%A9-%D9%85%D9%88%DB%8C-%D8%A2%D8%B3%DB%8C%D8%A8-%D8%AF%DB%8C%D8%AF%D9%87-%D9%88-%D8%B4%DA%A9%D9%86%D9%86%D8%AF%D9%87
پرایمر مات کننده آرایش صورت آموتیا,28559,"۴۳۰,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D9%BE%D8%B1%D8%A7%DB%8C%D9%85%D8%B1-%D9%85%D8%A7%D8%AA-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D8%A2%D8%B1%D8%A7%DB%8C%D8%B4-%D8%B5%D9%88%D8%B1%D8%AA
خط چشم فاین دبی,15976,"۱۵۸,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D8%AE%D8%B7-%DA%86%D8%B4%D9%85-%D9%81%D8%A7%DB%8C%D9%86
شامپو کراتینه موی چرب حاوی عصاره های چای سبز و سیب سبز هرباسنس آردن,20431,"۴۲,۰۰۰ تومان",https://rojashop.com/shop/hair/%D8%B4%D8%A7%D9%85%D9%BE%D9%88-%DA%A9%D8%B1%D8%A7%D8%AA%DB%8C%D9%86%D9%87-%D9%85%D9%88%DB%8C-%DA%86%D8%B1%D8%A8-%D8%AD%D8%A7%D9%88%DB%8C-%D8%B9%D8%B5%D8%A7%D8%B1%D9%87-%D9%87%D8%A7%DB%8C-%DA%86%D8%A7%DB%8C-%D8%B3%D8%A8%D8%B2-%D9%88-%D8%B3%DB%8C%D8%A8-%D8%B3%D8%A8%D8%B2
ادو تویلت مردانه گرین بنتون,17294,"۱,۰۳۰,۰۰۰ تومان",https://rojashop.com/shop/fragrances/%D8%A7%D8%AF%D9%88-%D8%AA%D9%88%DB%8C%D9%84%D8%AA-%D9%85%D8%B1%D8%AF%D8%A7%D9%86%D9%87-%DA%AF%D8%B1%DB%8C%D9%86
ضد آفتاب رطوبت رسان بژ روشن SPF20 آردن,20523,"۹۶,۴۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%B1%D8%B7%D9%88%D8%A8%D8%AA-%D8%B1%D8%B3%D8%A7%D9%86-%D8%B1%D9%86%DA%AF%DB%8C-%D8%A7%D8%B3-%D9%BE%DB%8C-%D8%A7%D9%81-20-%D8%A8%DA%98-%D8%B1%D9%88%D8%B4%D9%86
ضد آفتاب مخصوص آقایان فاقد چربی SPF50 مای,19987,"۹۳,۴۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D8%B6%D8%AF-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8-%D8%A7%D8%B3-%D9%BE%DB%8C-%D8%A7%D9%81-50-%D9%81%D8%A7%D9%82%D8%AF-%DA%86%D8%B1%D8%A8%D9%8A-%D9%85%D8%AE%D8%B5%D9%88%D8%B5-%D8%A2%D9%82%D8%A7%D9%8A%D8%A7%D9%86
کرم موبر صورت هیدرودرم,24642,"۴۶,۴۴۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%85%D9%88%D8%A8%D8%B1-%D8%B5%D9%88%D8%B1%D8%AA-1
کرم مرطوب کننده و آبرسان کاسه‌ای حاوی کلاژن آردن,27363,"۶۷,۸۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%A9%D8%B1%D9%85-%D9%85%D8%B1%D8%B7%D9%88%D8%A8-%DA%A9%D9%86%D9%86%D8%AF%D9%87-%D9%88-%D8%A2%D8%A8%D8%B1%D8%B3%D8%A7%D9%86-%D8%AD%D8%A7%D9%88%DB%8C-%DA%A9%D9%84%D8%A7%DA%98%D9%86
ریمل بادوام و حجم دهنده رژبزه,15276,"۵۹۲,۰۰۰ تومان",https://rojashop.com/shop/cosmetic/%D8%B1%DB%8C%D9%85%D9%84-%D8%A8%D8%A7%D8%AF%D9%88%D8%A7%D9%85-%D9%88-%D8%AD%D8%AC%D9%85-%D8%AF%D9%87%D9%86%D8%AF%D9%87
ژل شستشوی صورت حاوی AHA لامینین,24531,"۱۰۶,۴۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D8%B4%D8%B3%D8%AA%D8%B4%D9%88%DB%8C-%D8%B5%D9%88%D8%B1%D8%AA-%D8%AD%D8%A7%D9%88%DB%8C-aha
مام رول ضد تعریق دئودرانت زنانه لامینین,25643,"۷۳,۱۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%85%D8%A7%D9%85-%D8%B1%D9%88%D9%84-%D8%B6%D8%AF-%D8%AA%D8%B9%D8%B1%DB%8C%D9%82-%D8%AF%D8%A6%D9%88%D8%AF%D8%B1%D8%A7%D9%86%D8%AA-%D8%B2%D9%86%D8%A7%D9%86%D9%87
ژل لایه بردار 15 % AHA پرودرما,22663,"۱۲۱,۲۰۰ تومان",https://rojashop.com/shop/behdashti/%DA%98%D9%84-%D9%84%D8%A7%DB%8C%D9%87-%D8%A8%D8%B1%D8%AF%D8%A7%D8%B1-15-aha
کرم تقویت کننده پوست دست اس پی اف 15 اکسپرت ایج آردن,20446,"۱۲۰,۱۰۰ تومان",https://rojashop.com/shop/behdashti/%D9%83%D8%B1%D9%85-%D8%AA%D9%82%D9%88%D9%8A%D8%AA-%D9%83%D9%86%D9%86%D8%AF%D9%87-%D9%BE%D9%88%D8%B3%D8%AA-%D8%AF%D8%B3%D8%AA-%D8%A7%D8%B3-%D9%BE%DB%8C-%D8%A7%D9%81-15-%D8%A7%DA%A9%D8%B3%D9%BE%D8%B1%D8%AA%DB%8C%D8%AC
